"Supabase_Project_Ref","Schema","Table","Purpose","Key_Columns","Row_Count","RLS_Enabled","Schema_File_Path","Used_By_Module"
"pcrjmlpuqsbocqfwoxod","compliance","hr_holidays","Org-wide holiday calendar","PK:id|FK:org_id","0","TRUE","src/lib/db/schema.ts:5959","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","hr_loan_installments","Full repayment schedule generated at approval","PK:id|FK:loan_id,payroll_run_id","0","TRUE","src/lib/db/schema.ts:5805","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","hr_shift_roster_assignments","UNKNOWN","PK:id|FK:org_id,shift_type_id","0","TRUE","src/lib/db/schema.ts:5932","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","hr_shift_types","HR shift management / roster types","PK:id|FK:org_id","0","TRUE","src/lib/db/schema.ts:5923","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","incident_log","Errors and fixes (a fix is a solved error)","PK:id","0","TRUE","src/lib/db/schema.ts:13583","UNKNOWN"
"pcrjmlpuqsbocqfwoxod","compliance","incidents","UNKNOWN","PK:id|FK:capa_owner_id,client_id,linked_risk_id,org_id","2","TRUE","src/lib/db/schema.ts:3981","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","ingestion_batches","UNKNOWN","PK:id","0","TRUE","src/lib/db/schema.ts:3066","api/ingest/route.ts"
"pcrjmlpuqsbocqfwoxod","compliance","ingestion_items","UNKNOWN","PK:id","0","TRUE","src/lib/db/schema.ts:3088","api/ingest/route.ts"
"pcrjmlpuqsbocqfwoxod","compliance","installed_products","Installed-product/warranty tracking for tickets","PK:id|FK:org_id","0","TRUE","src/lib/db/schema.ts:6082","app/(app)/tickets"
"pcrjmlpuqsbocqfwoxod","compliance","instruction_commitments","One row per chat instruction with explicit assignee","PK:id|FK:assignee_id,assigner_id,message_id","0","TRUE","src/lib/db/schema.ts:4157","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","instruction_mismatch_detections","Surfaced only to the assigner via RLS","PK:id|FK:commitment_id,related_task_id","0","TRUE","src/lib/db/schema.ts:4175","src/lib/loops"
"pcrjmlpuqsbocqfwoxod","compliance","instruction_packages","Approved Lower-AI instruction packages","PK:id|FK:capability_id","0","TRUE","src/lib/db/schema.ts:12175","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","interior_ffe_items","UNKNOWN","PK:id","23","TRUE","src/lib/db/schema.ts:11694","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","interior_floor_plan_rooms","UNKNOWN","PK:id|FK:floor_plan_id","1","TRUE","src/lib/db/schema.ts:11756","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","interior_floor_plans","2D floor plan editor + 3D walkthrough","PK:id","12","TRUE","src/lib/db/schema.ts:11731","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","interior_furniture_placements","UNKNOWN","PK:id|FK:ffe_item_id,floor_plan_id","1","TRUE","src/lib/db/schema.ts:11769","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","interior_materials","UNKNOWN","PK:id","2","TRUE","src/lib/db/schema.ts:11744","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","interior_mood_board_items","UNKNOWN","PK:id|FK:mood_board_id","20","TRUE","src/lib/db/schema.ts:11681","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","interior_mood_boards","UNKNOWN","PK:id","16","TRUE","src/lib/db/schema.ts:11669","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","interior_sales_package_items","Line items within an interior sales package","PK:id|FK:package_id","0","TRUE","src/lib/db/schema.ts:11848","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","interior_sales_packages","UNKNOWN","PK:id","0","TRUE","src/lib/db/schema.ts:11806","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","interview_feedback","UNKNOWN","PK:id|FK:application_id,interviewer_id,org_id","0","TRUE","src/lib/db/schema.ts:8694","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","ip_portfolio","UNKNOWN","PK:id|FK:client_id,matter_id,org_id","0","TRUE","src/lib/db/schema.ts:3401","api/ip-portfolio/route.ts"
"pcrjmlpuqsbocqfwoxod","compliance","irdai_compliance_items","UNKNOWN","PK:id|FK:client_id,org_id","0","TRUE","src/lib/db/schema.ts:3619","api/irdai/route.ts"
"pcrjmlpuqsbocqfwoxod","compliance","it_dr_backup_verifications","RLS scopes via parent DR plan; no org_id","PK:id|FK:dr_plan_id","0","TRUE","src/lib/db/schema.ts:3892","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","it_dr_failover_tests","UNKNOWN","PK:id|FK:dr_plan_id","0","TRUE","src/lib/db/schema.ts:3902","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","it_dr_plans","UNKNOWN","PK:id|FK:org_id","0","TRUE","src/lib/db/schema.ts:3875","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","job_applications","UNKNOWN","PK:id|FK:candidate_id,job_opening_id,org_id","0","TRUE","src/lib/db/schema.ts:8680","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","job_openings","UNKNOWN","PK:id|FK:department_id,org_id","15","TRUE","src/lib/db/schema.ts:8656","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","knowledge_base_pages","Knowledge Base page hierarchy","PK:id|FK:org_id,parent_page_id","2","TRUE","src/lib/db/schema.ts:4955","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","knowledge_flow_log","UNKNOWN","PK:id","0","TRUE","src/lib/db/schema.ts:2631","src/lib/loops"
"pcrjmlpuqsbocqfwoxod","compliance","leave_balances","UNKNOWN","PK:id|FK:org_id,user_id","46","TRUE","src/lib/db/schema.ts:5690","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","leave_policy_entries","UNKNOWN","PK:id|FK:client_id,org_id","0","TRUE","src/lib/db/schema.ts:3517","api/leave-holiday/route.ts"
"pcrjmlpuqsbocqfwoxod","compliance","leave_requests","UNKNOWN","PK:id|FK:approver_id,org_id,user_id","21","TRUE","src/lib/db/schema.ts:5666","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","legal_arbitration_cases","UNKNOWN","PK:id|FK:matter_id","0","TRUE","src/lib/db/schema.ts:3465","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","legal_matters","Unified legal matter register","PK:id|FK:org_id","2","TRUE","src/lib/db/schema.ts:3448","src/components/AppSidebar.tsx"
"pcrjmlpuqsbocqfwoxod","compliance","legal_opinions","Legal opinion drafting with templates","PK:id|FK:client_id,matter_id,org_id","0","TRUE","src/lib/db/schema.ts:3420","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","legal_spend_entries","UNKNOWN","PK:id|FK:matter_id,vendor_id","0","TRUE","src/lib/db/schema.ts:3479","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","legal_vendors","UNKNOWN","PK:id|FK:client_id,org_id","0","TRUE","src/lib/db/schema.ts:3368","api/legal-vendors/route.ts"
"pcrjmlpuqsbocqfwoxod","compliance","litigation_matters","UNKNOWN","PK:id|FK:client_id,linked_notice_id,matter_id,org_id","0","TRUE","src/lib/db/schema.ts:3384","api/litigation/route.ts"
"pcrjmlpuqsbocqfwoxod","compliance","llm_response_cache","LLM response cache (distinct from embedding cache)","PK:id","0","TRUE","src/lib/db/schema.ts:9898","api/internal/loops"
"pcrjmlpuqsbocqfwoxod","compliance","loop_definitions","Platform-operational self-improvement loop defs","PK:id","15","TRUE","src/lib/db/schema.ts:2576","api/internal/loops"
"pcrjmlpuqsbocqfwoxod","compliance","loop_executions","UNKNOWN","PK:id|FK:loop_id","484","TRUE","src/lib/db/schema.ts:2591","src/lib/loops"
"pcrjmlpuqsbocqfwoxod","compliance","loop_health_metrics","UNKNOWN","PK:id|FK:loop_id","0","TRUE","src/lib/db/schema.ts:2619","UNKNOWN"
"pcrjmlpuqsbocqfwoxod","compliance","loop_improvements","UNKNOWN","PK:id|FK:loop_id","31","TRUE","src/lib/db/schema.ts:2604","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","mca_filings","Tracks preparation/status/SRN of an MCA filing","PK:id|FK:client_id,org_id","0","TRUE","src/lib/db/schema.ts:3351","api/mca-filings/route.ts"
"pcrjmlpuqsbocqfwoxod","compliance","mcp_access_codes","Deprecated; /api/mcp now uses api_keys","PK:id","1","TRUE","src/lib/db/schema.ts:1131","api/mcp/tokens"
"pcrjmlpuqsbocqfwoxod","compliance","mdm_duplicate_candidates","MDM duplicate detection candidates","PK:id|FK:org_id","0","TRUE","src/lib/db/schema.ts:3936","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","mdm_merge_log","UNKNOWN","PK:id|FK:org_id","0","TRUE","src/lib/db/schema.ts:3956","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","memory_records","R65 Part C persistent-memory records","PK:id|FK:engagement_id,superseded_by_id","0","TRUE","src/lib/db/schema.ts:14011","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","memory_sources","Provenance for a memory record; scoped via parent","PK:id|FK:memory_record_id","0","TRUE","src/lib/db/schema.ts:14055","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","memory_store","Generic scoped key/value memory","PK:id","0","TRUE","src/lib/db/schema.ts:13599","UNKNOWN"
"pcrjmlpuqsbocqfwoxod","compliance","memory_versions","Append-only version history of memory records","PK:id|FK:memory_record_id","0","TRUE","src/lib/db/schema.ts:14071","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","message_attachments","Message attachments with context entity link","PK:id|FK:document_id,message_id","0","TRUE","src/lib/db/schema.ts:6203","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","messages","UNKNOWN","PK:id|FK:assistant_id,conversation_id,sender_id","1061","TRUE","src/lib/db/schema.ts:4116","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","metric_alert_rules","Scheduled threshold alerting rules","PK:id|FK:created_by_id,org_id","0","TRUE","src/lib/db/schema.ts:5196","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","module_registry","UNKNOWN","PK:id","44","TRUE","UNKNOWN","UNKNOWN"
"pcrjmlpuqsbocqfwoxod","compliance","module_rule_configs","UNKNOWN","PK:id|FK:created_by_id,module_key","6","TRUE","UNKNOWN","UNKNOWN"
"pcrjmlpuqsbocqfwoxod","compliance","monitor_agents","Narrow monitor agents (Phase 0)","PK:id","7","TRUE","src/lib/db/schema.ts:12356","src/lib/monitors"
"pcrjmlpuqsbocqfwoxod","compliance","monitor_execution_log","Dispatch-completion monitor execution log","PK:id","39","TRUE","src/lib/db/schema.ts:12463","api/internal/dispatch-completion-monitor"
"pcrjmlpuqsbocqfwoxod","compliance","monitor_task_state","Per-(org,task) escalation ownership + retry state","PK:id","0","TRUE","src/lib/db/schema.ts:12410","src/lib/escalation-ladder.ts"
"pcrjmlpuqsbocqfwoxod","compliance","notice_dispatches","Courier/POD proof that a notice reply was filed","PK:id|FK:client_id,notice_id,org_id","0","TRUE","src/lib/db/schema.ts:622","api/notices/[id]"
"pcrjmlpuqsbocqfwoxod","compliance","notices","UNKNOWN","PK:id|FK:client_id","3","TRUE","src/lib/db/schema.ts:377","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","notifications","UNKNOWN","PK:id|FK:user_id","154","TRUE","src/lib/db/schema.ts:649","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","onboarding_steps","UNKNOWN","PK:id","0","TRUE","src/lib/db/schema.ts:1142","UNKNOWN"
"pcrjmlpuqsbocqfwoxod","compliance","orchestra_executions","UNKNOWN","PK:id|FK:orchestra_layer_id,task_id","2621","TRUE","src/lib/db/schema.ts:1563","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","orchestra_layers","UNKNOWN","PK:id","7","TRUE","src/lib/db/schema.ts:1553","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","org_invite_links","Second invitation path alongside admin-direct-add","PK:id","0","TRUE","src/lib/db/schema.ts:846","src/lib/invite-link-service.ts"
"pcrjmlpuqsbocqfwoxod","compliance","org_join_code_attempts","Rate-limit log for join-code attempts, keyed by IP","PK:id","158","TRUE","src/lib/db/schema.ts:921","src/lib/org-join-code-service.ts"
"pcrjmlpuqsbocqfwoxod","compliance","org_join_codes","Admin-code self-registration join codes","PK:id","15","TRUE","src/lib/db/schema.ts:874","src/lib/org-join-code-service.ts"
"pcrjmlpuqsbocqfwoxod","compliance","org_product_branch_enablements","Which orgs adopted which product branch","PK:id|FK:enabled_by_id,org_id,product_branch_id","639","TRUE","src/lib/db/schema.ts:4385","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","organisations","VERIDIAN tenant root (customer account)","PK:id|FK:primary_product_branch_id,subscription_plan_id","278","TRUE","src/lib/db/schema.ts:41","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","passcode_login_attempts","Rate-limit log for passcode login","PK:id","18","TRUE","src/lib/db/schema.ts:957","src/lib/passcode-login-service.ts"
"pcrjmlpuqsbocqfwoxod","compliance","performance_review_cycles","UNKNOWN","PK:id|FK:created_by_id,org_id","1","TRUE","src/lib/db/schema.ts:8708","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","performance_review_goals","UNKNOWN","PK:id|FK:org_id,review_id","0","TRUE","src/lib/db/schema.ts:8768","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","performance_review_raters","UNKNOWN","PK:id|FK:org_id,review_id","0","TRUE","src/lib/db/schema.ts:8781","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","performance_reviews","UNKNOWN","PK:id|FK:cycle_id,employee_profile_id,org_id","3","TRUE","src/lib/db/schema.ts:8719","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","phrase_map","Phrase-to-intent map for the router pipeline","PK:id","186","TRUE","src/lib/db/schema.ts:13476","src/lib/pipeline"
"pcrjmlpuqsbocqfwoxod","compliance","pill_usage","UNKNOWN","PK:id","23","TRUE","src/lib/db/schema.ts:13621","src/lib/pipeline"
"pcrjmlpuqsbocqfwoxod","compliance","pipeline_tasks","UNKNOWN","PK:id|FK:depends_on,submission_id","38","TRUE","src/lib/db/schema.ts:13384","src/lib/pipeline"
"pcrjmlpuqsbocqfwoxod","compliance","platform_applications","One row per sibling product allowed to provision","PK:id","1","TRUE","src/lib/db/schema.ts:827","src/lib/supabase"
"pcrjmlpuqsbocqfwoxod","compliance","platform_assets","Typed node store for the knowledge graph","PK:id|FK:parent_asset_id","10702","TRUE","src/lib/db/schema.ts:12048","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","platform_billing_invoices","UNKNOWN","PK:id|FK:org_id,plan_id","0","TRUE","src/lib/db/schema.ts:10293","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","platform_billing_plans","Per-user AI subscription / pricing plans","PK:id","3","TRUE","src/lib/db/schema.ts:10269","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pm_team_members","Team membership roster","PK:id|FK:team_id,user_id","0","TRUE","src/lib/db/schema.ts:13133","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pm_teams","UNKNOWN","PK:id|FK:lead_user_id,org_id","0","TRUE","src/lib/db/schema.ts:13119","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_baseline_issue_snapshots","UNKNOWN","PK:id|FK:baseline_id","178","TRUE","src/lib/db/schema.ts:4908","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_billable_rates","UNKNOWN","PK:id|FK:org_id,user_id","0","TRUE","src/lib/db/schema.ts:4705","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_budget_line_items","UNKNOWN","PK:id|FK:budget_id,user_id","0","TRUE","src/lib/db/schema.ts:4727","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_budgets","Project budgeting; actuals summed from time entries","PK:id|FK:author_id,org_id,project_id","0","TRUE","src/lib/db/schema.ts:4717","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_estimate_points","UNKNOWN","PK:id|FK:scheme_id","0","TRUE","src/lib/db/schema.ts:4578","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_estimate_schemes","Per-project custom estimate values","PK:id|FK:org_id,project_id","0","TRUE","src/lib/db/schema.ts:4570","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_issue_assignees","UNKNOWN","PK:id|FK:issue_id,user_id","0","TRUE","src/lib/db/schema.ts:4530","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_issue_boq_links","Which BOQ lines a schedule activity delivers","PK:id|FK:issue_id","0","TRUE","src/lib/db/schema.ts:4517","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_issue_labels","UNKNOWN","PK:id|FK:issue_id,label_id","4","TRUE","src/lib/db/schema.ts:4562","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_issue_relations","Typed issue relations, separate from parent/child","PK:id|FK:issue_id,org_id,related_issue_id","61","TRUE","src/lib/db/schema.ts:4539","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_issue_statuses","Per-project customizable issue statuses","PK:id|FK:org_id,project_id","77","TRUE","src/lib/db/schema.ts:4418","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_issue_types","Org-wide issue-type taxonomy","PK:id|FK:org_id","13","TRUE","src/lib/db/schema.ts:4403","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_issues","UNKNOWN","PK:id|FK:assignee_id,client_id,milestone_id,project_id","106","TRUE","src/lib/db/schema.ts:4451","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_labels","UNKNOWN","PK:id|FK:org_id,project_id","4","TRUE","src/lib/db/schema.ts:4553","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_meeting_agenda_items","UNKNOWN","PK:id|FK:issue_id,meeting_id","36","TRUE","src/lib/db/schema.ts:4751","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_meeting_outcomes","UNKNOWN","PK:id|FK:meeting_id","17","TRUE","src/lib/db/schema.ts:4760","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_meeting_participants","UNKNOWN","PK:id|FK:meeting_id,user_id","6","TRUE","src/lib/db/schema.ts:4767","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_meetings","Project-scoped meetings with structured agenda","PK:id|FK:org_id,project_id","18","TRUE","src/lib/db/schema.ts:4740","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_milestones","Date-boxed release marker issues link to","PK:id|FK:org_id,project_id","2","TRUE","src/lib/db/schema.ts:4587","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_resource_allocations","Planned allocation (actuals live in time entries)","PK:id","2","TRUE","src/lib/db/schema.ts:4921","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_saved_views","Saved filter/sort/display configs","PK:id|FK:org_id,owned_by_id,project_id","0","TRUE","src/lib/db/schema.ts:4628","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_schedule_baselines","Gantt/critical-path schedule baselines","PK:id","15","TRUE","src/lib/db/schema.ts:4899","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_sprint_issues","UNKNOWN","PK:id|FK:issue_id,sprint_id","5","TRUE","src/lib/db/schema.ts:4616","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_sprints","Sprints (Scrum terminology)","PK:id|FK:org_id,project_id","12","TRUE","src/lib/db/schema.ts:4602","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_time_entries","UNKNOWN","PK:id|FK:invoice_item_id,issue_id,org_id,user_id","20","TRUE","src/lib/db/schema.ts:4677","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_wiki_pages","General-purpose wiki, separate from documents","PK:id|FK:org_id,parent_page_id,project_id","2","TRUE","src/lib/db/schema.ts:4647","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","pms_workflow_transitions","Optional per-type/per-role transition constraints","PK:id|FK:from_status_id,issue_type_id,to_status_id","0","TRUE","src/lib/db/schema.ts:4441","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","policies","Policy/SOP register","PK:id|FK:client_id,org_id","12","TRUE","src/lib/db/schema.ts:3249","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","posh_annual_reports","UNKNOWN","PK:id|FK:client_id,org_id","0","TRUE","src/lib/db/schema.ts:3562","api/posh/route.ts"
"pcrjmlpuqsbocqfwoxod","compliance","posh_committee","UNKNOWN","PK:id|FK:client_id,org_id","4","TRUE","src/lib/db/schema.ts:3537","api/posh/route.ts"
"pcrjmlpuqsbocqfwoxod","compliance","posh_complaints","Case reference only; detail deliberately excluded","PK:id|FK:client_id,org_id,recorded_by_id","0","TRUE","src/lib/db/schema.ts:3550","api/posh/route.ts"
"pcrjmlpuqsbocqfwoxod","compliance","post_audience_members","UNKNOWN","PK:id","0","TRUE","src/lib/db/schema.ts:13925","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","post_comments","UNKNOWN","PK:id","0","TRUE","src/lib/db/schema.ts:13943","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","post_reactions","UNKNOWN","PK:id","0","TRUE","src/lib/db/schema.ts:13932","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","posts","UNKNOWN","PK:id","0","TRUE","src/lib/db/schema.ts:13909","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","precedent","Semantic-similarity reuse tier","PK:id","0","TRUE","src/lib/db/schema.ts:13751","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","problem_records","ITIL problem management / RCA grouping","PK:id|FK:org_id","0","TRUE","src/lib/db/schema.ts:6128","src/lib/rca-closure-gate.ts"
"pcrjmlpuqsbocqfwoxod","compliance","problem_tickets","UNKNOWN","PK:id|FK:problem_id,ticket_id","0","TRUE","src/lib/db/schema.ts:6140","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","product_branch_modules","UNKNOWN","PK:id|FK:module_key,product_branch_id","40","TRUE","UNKNOWN","UNKNOWN"
"pcrjmlpuqsbocqfwoxod","compliance","product_branches","UNKNOWN","PK:id","2","TRUE","UNKNOWN","UNKNOWN"
"pcrjmlpuqsbocqfwoxod","compliance","products","Layer-2 product/project scope, distinct from clients","PK:id|FK:org_id","24","TRUE","src/lib/db/schema.ts:4241","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","project_group_projects","UNKNOWN","PK:id|FK:group_id,project_id","0","TRUE","src/lib/db/schema.ts:13156","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","project_groups","Grouping related projects into a program","PK:id|FK:org_id","0","TRUE","src/lib/db/schema.ts:13146","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","project_phases","Per-project phases instantiated from templates","PK:id|FK:org_id,project_id","0","TRUE","src/lib/db/schema.ts:13208","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","project_tasks","UNKNOWN","PK:id|FK:org_id,phase_id,project_id","0","TRUE","src/lib/db/schema.ts:13219","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","project_team_assignments","A project's working team(s)","PK:id|FK:org_id,project_id,team_id","0","TRUE","src/lib/db/schema.ts:13169","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","project_team_members","Multi-member project team (beyond lead_user_id)","PK:id","11","TRUE","src/lib/db/schema.ts:4342","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","project_templates","Reusable project structure as JSON snapshot","PK:id|FK:created_by_id,default_team_id,org_id","0","TRUE","src/lib/db/schema.ts:13189","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","projects","UNKNOWN","PK:id|FK:client_id,lead_user_id,org_id,product_id","41","TRUE","src/lib/db/schema.ts:4269","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","prompt_cache_metrics","Prompt/cache framework metrics","PK:id","18","TRUE","src/lib/db/schema.ts:1625","src/lib/prompt-cache"
"pcrjmlpuqsbocqfwoxod","compliance","prompt_eval_cases","Prompt/model evaluation cases","PK:id|FK:prompt_template_id","0","TRUE","src/lib/db/schema.ts:2462","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","prompt_eval_runs","UNKNOWN","PK:id|FK:eval_case_id,prompt_version_id","0","TRUE","src/lib/db/schema.ts:2473","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","prompt_localizations","Locale-aware adaptation on top of a translation","PK:id|FK:prompt_translation_id","0","TRUE","src/lib/db/schema.ts:2535","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","prompt_marketplace_listings","Cross-org prompt sharing listings","PK:id|FK:prompt_version_id","0","TRUE","src/lib/db/schema.ts:2558","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","prompt_templates","Centralized LLM system prompts (was hardcoded)","PK:id","221","TRUE","src/lib/db/schema.ts:2387","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","prompt_translations","LLM translation of a prompt version","PK:id|FK:prompt_version_id","0","TRUE","src/lib/db/schema.ts:2516","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","prompt_versions","Semantic versioning + lifecycle state for prompts","PK:id|FK:created_by_id,prompt_template_id","230","TRUE","src/lib/db/schema.ts:2415","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","public_ticket_submission_attempts","Rate-limit log for public ticket submission","PK:id","0","TRUE","src/lib/db/schema.ts:936","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","r67_attendance_duplicate_backup","UNKNOWN","PK:id","0","TRUE","UNKNOWN","UNKNOWN"
"pcrjmlpuqsbocqfwoxod","compliance","r67_material_unit_normalisation_backup","UNKNOWN","PK:material_id","1","TRUE","UNKNOWN","UNKNOWN"
"pcrjmlpuqsbocqfwoxod","compliance","rbi_compliance_items","UNKNOWN","PK:id|FK:client_id,org_id","0","TRUE","src/lib/db/schema.ts:3609","api/rbi/route.ts"
"pcrjmlpuqsbocqfwoxod","compliance","related_party_transactions","UNKNOWN","PK:id|FK:approved_by_id,client_id,org_id","0","TRUE","src/lib/db/schema.ts:3182","api/rpt/route.ts"
"pcrjmlpuqsbocqfwoxod","compliance","report_definitions","UNKNOWN","PK:id|FK:org_id","225","TRUE","src/lib/db/schema.ts:5116","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","report_item_actions","Accept/send-to-todo/delegate trail on report items","PK:id|FK:org_id,user_id","0","TRUE","src/lib/db/schema.ts:5176","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","report_schedules","Daily/weekly/monthly report schedules","PK:id|FK:created_by,org_id","0","TRUE","src/lib/db/schema.ts:5079","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","report_share_links","Tokenised expiring public read-only report links","PK:id|FK:created_by_id","7","TRUE","src/lib/db/schema.ts:13281","src/lib/services"
"pcrjmlpuqsbocqfwoxod","compliance","retrieval_citation","Records that a chunk was cited in an answer","PK:id|FK:chunk_id","0","TRUE","src/lib/db/schema.ts:13768","UNKNOWN"
"pcrjmlpuqsbocqfwoxod","compliance","reuse_cache","Hash-keyed reuse cache (""same"" tier)","PK:id","0","TRUE","src/lib/db/schema.ts:13567","src/lib/pipeline"
"pcrjmlpuqsbocqfwoxod","compliance","risk_anomaly_events","Risk/fraud/anomaly detection events","PK:id|FK:org_id","1","TRUE","src/lib/db/schema.ts:3841","src/lib/services"
