"Component_File_Path","Kind","Module","Renders_Screen_Type","Key_Props","Purpose"
"src/components/shell/PillStrip.tsx","SHELL","App shell (M24) / composer","n/a","cards, screenCards, onSelectScreenCard, recent, onSelectRecent, onSelect, onTogglePin, loading, expanded, onToggleExpanded, allModules, onSelectModule, unknownKeys, footnote","Fork of the kit's PillStrip, now a CARD strip (owner approval D-10)."
"src/components/shell/project-context.tsx","SHELL","App shell (M24)","n/a","value, children","ONE ProjectContext read by the rail, breadcrumb, composer root and page data. Exports ProjectScopeProvider, useProjectScope."
"src/components/shell/shell-chain-context.tsx","SHELL","App shell (M24) / composer","n/a","value, children","One handle behind the three doors (header button, KPI number, composer card). Exports ShellChainProvider, useShellChain, useOpenDoor."
"src/components/shell/shell-messages.tsx","SHELL","App shell (M24)","n/a","children","The shell's persistent message area replacing toast.error. Exports ShellMessageProvider, useShellMessages, useShellMessage, ShellMessageStrip."
"src/components/shell/shell-screen-context.tsx","SHELL","App shell (M24)","n/a","children | moduleId, project, source | moduleId, kind, label, projectId","Reconciles the server-resolved page project with the shell's own state. Exports ShellScreenProvider, usePublishScreen, ScreenContext, ObjectContext."
"src/components/shell/task-row.ts","OTHER","App shell (M24) / Task Master","n/a","n/a (pure module)","Turns a pipeline_tasks row into a readable sentence and a tab. Exports toTaskRow, groupRowsByDay, tabView, TASK_TAB_IDS, humaniseFunctionId."
"src/components/shell/TaskMaster.tsx","SHELL","App shell (M24) / Task Master","n/a","tabs, activeTab, onTabChange, primary, secondary, system, onLoad, onRowAction","Fork of the kit's TaskMaster with three WS-C C-01 changes; the load-never-execute chain contract stays the kit's."
"src/components/shell/TopRail.tsx","SHELL","App shell (M24)","n/a","brand, organisation, project, projects, onSelectProject, openSignal, search, alerts, account","Fork of the kit's TopRail: a real project selector plus an organisation slot that can carry a sentence and a Retry."
"src/components/shell/use-screen-module.ts","OTHER","App shell (M24)","n/a","n/a (pure module)","Answers 'what sentence is this screen already in' so the composer strip stops describing another module. Exports screenModuleFor, useScreenModule."
"src/components/ui/accordion.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-accordion)","shadcn/ui Accordion wrapper: Accordion, AccordionItem, AccordionTrigger, AccordionContent."
"src/components/ui/alert-dialog.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-alert-dialog)","shadcn/ui AlertDialog; exit-animation utilities removed from Presence-gated portal nodes (R52 Gate 2 hang fix)."
"src/components/ui/alert.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough","shadcn/ui Alert, AlertTitle, AlertDescription."
"src/components/ui/aspect-ratio.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-aspect-ratio)","shadcn/ui AspectRatio."
"src/components/ui/avatar.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-avatar)","shadcn/ui Avatar, AvatarImage, AvatarFallback."
"src/components/ui/badge.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough + cva variants","shadcn/ui Badge; also exports badgeVariants."
"src/components/ui/breadcrumb.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough","shadcn/ui Breadcrumb primitives (List, Item, Link, Page, Separator, Ellipsis)."
"src/components/ui/button.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough + cva variants","shadcn/ui Button; also exports buttonVariants. Used directly by login/signup/invite and error pages."
"src/components/ui/calendar.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough","shadcn/ui Calendar and CalendarDayButton (react-day-picker)."
"src/components/ui/card.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough","shadcn/ui Card family (Header, Title, Description, Action, Content, Footer) -- the most widely used primitive in the app."
"src/components/ui/carousel.tsx","OTHER","Design system (shadcn/ui)","n/a","opts, plugins, orientation, setApi (+ ComponentProps)","shadcn/ui Carousel over embla; exports Carousel, CarouselContent, CarouselItem, CarouselPrevious, CarouselNext."
"src/components/ui/chart.tsx","OTHER","Design system (shadcn/ui)","n/a","config (ChartConfig) + ComponentProps","shadcn/ui chart container/tooltip/legend wrappers over Recharts; exports ChartConfig and ChartStyle."
"src/components/ui/checkbox.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-checkbox)","shadcn/ui Checkbox."
"src/components/ui/collapsible.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-collapsible)","shadcn/ui Collapsible, CollapsibleTrigger, CollapsibleContent."
"src/components/ui/command.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (cmdk)","shadcn/ui Command palette primitives backing search-command.tsx."
"src/components/ui/context-menu.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-context-menu)","shadcn/ui ContextMenu; same R52 Gate 2 exit-animation removal as dialog.tsx."
"src/components/ui/dashboard-card.tsx","WIDGET","Design system (PROJEXA)","n/a","title, value, subtitle, icon, variant, className, href, hrefLabel, onClick","KPI tile that must have a destination ('every number is a door'): href for a route, onClick for router logic, hrefLabel names where it goes."
"src/components/ui/data-table.tsx","WIDGET","Design system (shadcn/ui)","n/a","columns, data, searchKey, searchPlaceholder, className","Generic TanStack-style DataTable with a filter box."
"src/components/ui/dialog.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-dialog)","shadcn/ui Dialog; exit-animation utilities removed from the Presence-gated overlay/content so Radix unmounts immediately (R52 Gate 2)."
"src/components/ui/drawer.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (vaul)","shadcn/ui Drawer family."
"src/components/ui/dropdown-menu.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-dropdown-menu)","shadcn/ui DropdownMenu; same R52 Gate 2 exit-animation removal as dialog.tsx."
"src/components/ui/form-field.tsx","FORM","Design system (PROJEXA)","n/a","label, required, error, hint, className, children","Label/field association plus a place to render validation, fixing F_008 and the silent-submit-failure faults. Exports FieldErrors, hasErrors."
"src/components/ui/form.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (react-hook-form + Radix label)","shadcn/ui react-hook-form bindings: Form, FormField, FormItem, FormLabel, FormControl, FormDescription, FormMessage, useFormField."
"src/components/ui/hover-card.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-hover-card)","shadcn/ui HoverCard, HoverCardTrigger, HoverCardContent."
"src/components/ui/input-otp.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (input-otp)","shadcn/ui InputOTP, InputOTPGroup, InputOTPSlot, InputOTPSeparator."
"src/components/ui/input.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps<'input'>","shadcn/ui Input."
"src/components/ui/label.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-label)","shadcn/ui Label."
"src/components/ui/menubar.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-menubar)","shadcn/ui Menubar; same R52 Gate 2 exit-animation removal as dialog.tsx."
"src/components/ui/money-input.tsx","FORM","Design system (PROJEXA)","n/a","currency, pending, className, ...input props","Money input with the currency as a fixed in-box prefix (not a placeholder or a label), so the unit is visible while typing."
"src/components/ui/navigation-menu.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-navigation-menu)","shadcn/ui NavigationMenu family; also exports navigationMenuTriggerStyle."
"src/components/ui/pagination.tsx","OTHER","Design system (shadcn/ui)","n/a","isActive (+ ComponentProps)","shadcn/ui Pagination family."
"src/components/ui/popover.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-popover)","shadcn/ui Popover; same R52 Gate 2 exit-animation removal as dialog.tsx."
"src/components/ui/progress.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-progress)","shadcn/ui Progress, recoloured off saffron (an action colour) to dusty blue, turning sage at 100%."
"src/components/ui/radio-group.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-radio-group)","shadcn/ui RadioGroup, RadioGroupItem."
"src/components/ui/resizable.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (react-resizable-panels)","shadcn/ui ResizablePanelGroup, ResizablePanel, ResizableHandle."
"src/components/ui/scroll-area.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-scroll-area)","shadcn/ui ScrollArea, ScrollBar."
"src/components/ui/select.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-select)","shadcn/ui Select family; same R52 Gate 2 exit-animation removal as dialog.tsx."
"src/components/ui/separator.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-separator)","shadcn/ui Separator."
"src/components/ui/sheet.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-dialog)","shadcn/ui Sheet family (side panel over Radix Dialog)."
"src/components/ui/sidebar.tsx","OTHER","Design system (shadcn/ui)","n/a","SidebarContext: state, open, setOpen, openMobile, setOpenMobile, isMobile, toggleSidebar (+ ComponentProps)","shadcn/ui sidebar kit (24 exports incl. SidebarProvider, SidebarMenu*, useSidebar)."
"src/components/ui/skeleton.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps<'div'>","shadcn/ui Skeleton block."
"src/components/ui/slider.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-slider)","shadcn/ui Slider."
"src/components/ui/sonner.tsx","OTHER","Design system (shadcn/ui)","n/a","(none)","sonner Toaster wrapper mounted once in the root layout."
"src/components/ui/status-pill.tsx","WIDGET","Design system (PROJEXA)","n/a","tone, label, className | status, label, className | status, className","THE status chip: one component, one STATUS_MAP, glyph + word + token colour. Exports StatusPillTone, StatusPill, StatusPillFor, toSemanticStatus."
"src/components/ui/switch.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-switch)","shadcn/ui Switch."
"src/components/ui/table.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough","shadcn/ui Table family used by most bespoke list screens."
"src/components/ui/tabs.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-tabs)","shadcn/ui Tabs, TabsList, TabsTrigger, TabsContent."
"src/components/ui/textarea.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps<'textarea'>","shadcn/ui Textarea."
"src/components/ui/toast.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-toast)","shadcn/ui Radix toast primitives; exports ToastProps and ToastActionElement types."
"src/components/ui/toaster.tsx","OTHER","Design system (shadcn/ui)","n/a","(none)","Radix-toast Toaster host that renders the toast queue."
"src/components/ui/toggle-group.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-toggle-group)","shadcn/ui ToggleGroup, ToggleGroupItem."
"src/components/ui/toggle.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-toggle)","shadcn/ui Toggle; also exports toggleVariants."
"src/components/ui/tooltip.tsx","OTHER","Design system (shadcn/ui)","n/a","React.ComponentProps passthrough (Radix react-tooltip)","shadcn/ui Tooltip, TooltipTrigger, TooltipContent, TooltipProvider."
"src/components/veri-chat/HomeThreadSlot.tsx","SHELL","VERI chat / composer","n/a","(none)","AppShellFrame's homeThreadSlot: on HOME_ROUTE the right panel is hidden and this renders inline in the main content area."
"src/components/veri-chat/veri-chat-context.tsx","SHELL","VERI chat / composer","n/a","children","Thin wrapper over the kit's createVeriChatContext(); layers PROJEXA's real state and merges two capability trees. Exports HOME_ROUTE, VeriChatProvider, useVeriChat."
"src/components/veri-chat/VeriChatPanel.tsx","SHELL","VERI chat / composer","n/a","(none)","PROJEXA's port of VERIDIAN's right-hand chat panel with its own view tabs; 'Tasks' is renamed 'Queries'."
"src/components/veri-chat/VeriComposer.tsx","SHELL","VERI chat / composer","n/a","(none)","PROJEXA's port of VERIDIAN's VeriComposer, mounted once in the app layout; mode pills plus cascading chain rows from two real capability trees."
