"Route_Path","File_Path","Methods","Auth_Model","Org_Scoping","Calls_Service","Purpose","Proxied_By_PROJEXA_Route"
"/api/v1/projexa/timesheets/[id]/reject","C:\ct\ct\src\app\api\v1\projexa\timesheets\[id]\reject\route.ts","POST","SK","STD","pms-time-service;timesheet-review-task-service","rejectTimeEntry (min rejection reason len)","/api/timesheets/[id]/reject"
"/api/v1/projexa/timesheets/[id]","C:\ct\ct\src\app\api\v1\projexa\timesheets\[id]\route.ts","GET,PATCH,DELETE","SK+RS(member/write)","STD","pms-time-service","getTimeEntry,updateTimeEntry,deleteTimeEntry","/api/timesheets/[id]"
"/api/v1/projexa/timesheets/[id]/submit","C:\ct\ct\src\app\api\v1\projexa\timesheets\[id]\submit\route.ts","POST","SK","STD","pms-time-service;timesheet-review-task-service","submitTimeEntry,openTimesheetReviewTask","/api/timesheets/[id]/submit"
"/api/v1/projexa/timesheets/review-day","C:\ct\ct\src\app\api\v1\projexa\timesheets\review-day\route.ts","POST","SK","STD","pms-time-service;timesheet-review-task-service","reviewDayForReview,recordTimesheetDecisionTasks","/api/timesheets/review-day"
"/api/v1/projexa/timesheets","C:\ct\ct\src\app\api\v1\projexa\timesheets\route.ts","GET,POST","SK+RS(member/write)","STD","pms-time-service","listTimeEntriesForProject,listTimeEntriesForIssue,logTime","/api/timesheets"
"/api/v1/projexa/timesheets/submit-day","C:\ct\ct\src\app\api\v1\projexa\timesheets\submit-day\route.ts","POST","SK+RS(member/write)","STD","pms-time-service;timesheet-review-task-service","submitDayForReview,openTimesheetReviewTask","/api/timesheets/submit-day"
"/api/v1/projexa/trial-balance","C:\ct\ct\src\app\api\v1\projexa\trial-balance\route.ts","GET","SK","STD","erp-financial-report-service","trialBalance","/api/trial-balance"
"/api/v1/projexa/users","C:\ct\ct\src\app\api\v1\projexa\users\route.ts","GET","SK+RS(member/read)","STD","hr-service","listEmployees,filterOrgUsersByQuery (org user picker)","/api/org-users"
"/api/v1/projexa/vendor-payment-behavior","C:\ct\ct\src\app\api\v1\projexa\vendor-payment-behavior\route.ts","GET","SK","STD","erp-invoicing-service","vendorPaymentBehaviorReport","UNKNOWN"
"/api/v1/projexa/vendor-risk","C:\ct\ct\src\app\api\v1\projexa\vendor-risk\route.ts","GET,POST","SK+RS(manager/write)","STD","risk-register-service","listVendorRiskProfiles,createVendorRiskProfile","/api/vendor-risk"
"/api/v1/projexa/vendors/[id]/bank-accounts","C:\ct\ct\src\app\api\v1\projexa\vendors\[id]\bank-accounts\route.ts","GET,POST","SK+RS(member/read|member/write)","STD","erp-vendor-master-service","listBankAccounts,addBankAccount","/api/vendors/[id]/bank-accounts"
"/api/v1/projexa/vendors/[id]/portal-links/[linkId]","C:\ct\ct\src\app\api\v1\projexa\vendors\[id]\portal-links\[linkId]\route.ts","DELETE","SK+RS(member/write)","STD","erp-vendor-master-service","revokePortalLink","/api/vendors/[id]/portal-links/[linkId]"
"/api/v1/projexa/vendors/[id]/portal-links","C:\ct\ct\src\app\api\v1\projexa\vendors\[id]\portal-links\route.ts","GET,POST","SK+RS(member/read|member/write)","STD","erp-vendor-master-service","listPortalLinks,createPortalLink","/api/vendors/[id]/portal-links"
"/api/v1/projexa/vendors/[id]/qualification","C:\ct\ct\src\app\api\v1\projexa\vendors\[id]\qualification\route.ts","GET,POST","SK+RS(member/read|member/write)","STD","erp-vendor-master-service","listQualificationReviews,recordQualificationReview","/api/vendors/[id]/qualification"
"/api/v1/projexa/vendors/[id]","C:\ct\ct\src\app\api\v1\projexa\vendors\[id]\route.ts","GET,PATCH","SK+RS(member/read|member/write)","STD","erp-buying-service","getSupplier,updateSupplier","/api/vendors/[id]"
"/api/v1/projexa/vendors/[id]/sanction-checks","C:\ct\ct\src\app\api\v1\projexa\vendors\[id]\sanction-checks\route.ts","GET,POST","SK+RS(member/read|member/write)","STD","erp-vendor-master-service","listSanctionChecks,recordSanctionCheck","/api/vendors/[id]/sanction-checks"
"/api/v1/projexa/vendors","C:\ct\ct\src\app\api\v1\projexa\vendors\route.ts","GET,POST","SK+RS(member/read|member/write)","STD","erp-buying-service","listSuppliers,createSupplier","/api/vendors; /api/shell"
"/api/v1/projexa/veri-meetings/[id]/action-items","C:\ct\ct\src\app\api\v1\projexa\veri-meetings\[id]\action-items\route.ts","POST","SK+RS(member/write)","STD","veri-meeting-service","addMeetingActionItem","/api/moms/[id]/action-items"
"/api/v1/projexa/veri-meetings/[id]/generate-intelligence","C:\ct\ct\src\app\api\v1\projexa\veri-meetings\[id]\generate-intelligence\route.ts","POST","SK+RS(member/write)","STD","veri-meeting-service","generateMeetingIntelligence","/api/moms/[id]/generate-intelligence"
"/api/v1/projexa/veri-meetings/[id]/pdf","C:\ct\ct\src\app\api\v1\projexa\veri-meetings\[id]\pdf\route.ts","GET","SK","CTX","veri-meeting-service;lib/db/tenant-scoped","getVeriMeeting as PDF","/api/moms/[id]/pdf"
"/api/v1/projexa/veri-meetings/[id]","C:\ct\ct\src\app\api\v1\projexa\veri-meetings\[id]\route.ts","GET,PATCH,DELETE","SK+RS(member/write)","STD","veri-meeting-service","getVeriMeeting,updateMeetingMinutes,publishVeriMeeting,deleteVeriMeeting","/api/moms/[id]"
"/api/v1/projexa/veri-meetings/[id]/share-links","C:\ct\ct\src\app\api\v1\projexa\veri-meetings\[id]\share-links\route.ts","GET,POST","SK+RS(member/write)","STD","veri-meeting-service","createMeetingShareLink,listMeetingShareLinks","/api/moms/[id]/share-links"
"/api/v1/projexa/veri-meetings","C:\ct\ct\src\app\api\v1\projexa\veri-meetings\route.ts","GET,POST","SK+RS(member/write)","STD","veri-meeting-service","listVeriMeetings,createVeriMeeting","/api/moms"
"/api/v1/projexa/veri-meetings/share-links/[linkId]","C:\ct\ct\src\app\api\v1\projexa\veri-meetings\share-links\[linkId]\route.ts","DELETE","SK+RS(member/write)","STD","veri-meeting-service","revokeMeetingShareLink","/api/moms/share-links/[linkId]"
"/api/v1/projexa/wiki/[id]","C:\ct\ct\src\app\api\v1\projexa\wiki\[id]\route.ts","GET,PATCH","SK+RS(member/read|member/write)","STD","pms-wiki-service","getWikiPage,updateWikiPage","/api/wiki/[id]"
"/api/v1/projexa/wiki/by-slug","C:\ct\ct\src\app\api\v1\projexa\wiki\by-slug\route.ts","GET","SK","STD","pms-wiki-service","getWikiPageBySlug","UNKNOWN"
"/api/v1/projexa/wiki","C:\ct\ct\src\app\api\v1\projexa\wiki\route.ts","GET,POST","SK+RS(member/write)","STD","pms-wiki-service","listWikiPages,createWikiPage","/api/wiki"
"/api/v1/projexa/work-progress/[id]","C:\ct\ct\src\app\api\v1\projexa\work-progress\[id]\route.ts","GET,PATCH,DELETE","SK+RS","STD","construction-progress-service","getProgressEntry,updateProgressEntry,deleteProgressEntry; alias of /api/v1/construction/progress/[id]","/api/work-progress/[id]"
"/api/v1/projexa/work-progress/activities","C:\ct\ct\src\app\api\v1\projexa\work-progress\activities\route.ts","GET,POST","SK+RS(member/write)","STD","construction-progress-service","listCategories,createCategory,listActivities,createActivity","/api/work-progress/activities; /api/work-progress/report"
"/api/v1/projexa/work-progress/report/pdf","C:\ct\ct\src\app\api\v1\projexa\work-progress\report\pdf\route.ts","GET","SK","CTX","lib/db/tenant-scoped;construction-boq-service;construction-progress-service","BOQ+progress report as PDF","/api/work-progress/report/pdf"
"/api/v1/projexa/work-progress/report/xlsx","C:\ct\ct\src\app\api\v1\projexa\work-progress\report\xlsx\route.ts","GET","SK+RS(member/read)","CTX","lib/db/tenant-scoped;construction-boq-service;construction-progress-service;erp-accounting-service","BOQ+progress report as XLSX","/api/work-progress/report/xlsx"
"/api/v1/projexa/work-progress","C:\ct\ct\src\app\api\v1\projexa\work-progress\route.ts","GET,POST","SK+RS","STD","construction-progress-service","listProgressEntries,createProgressEntry; alias of /api/v1/construction/progress","/api/work-progress; /api/work-progress/report; /api/dashboard-hierarchy/companies/[companyId]/projects/[projectId]"
"/api/v1/construction/attendance/bulk","C:\ct\ct\src\app\api\v1\construction\attendance\bulk\route.ts","POST","SK+RS(member/write)","STD","construction-labour-service","recordAttendanceBatch","Indirect: via alias /api/v1/projexa/attendance/bulk <- /api/attendance/bulk"
"/api/v1/construction/attendance","C:\ct\ct\src\app\api\v1\construction\attendance\route.ts","GET,POST","SK+RS(member/write)","STD","construction-labour-service","listAttendance,recordAttendance","Indirect: via alias /api/v1/projexa/attendance <- /api/attendance"
"/api/v1/construction/boq/[id]/approve","C:\ct\ct\src\app\api\v1\construction\boq\[id]\approve\route.ts","POST","SK+RS(manager/write)","STD","construction-boq-service","approveBoq","Indirect: via alias /api/v1/projexa/scope/[id]/approve <- /api/scope/[id]/approve"
"/api/v1/construction/boq/[id]/compare","C:\ct\ct\src\app\api\v1\construction\boq\[id]\compare\route.ts","GET","SK","STD","construction-boq-service","compareBoq","Indirect: via alias /api/v1/projexa/scope/[id]/compare <- /api/scope/[id]/compare"
"/api/v1/construction/boq/[id]/revisions","C:\ct\ct\src\app\api\v1\construction\boq\[id]\revisions\route.ts","POST","SK+RS(member/write)","STD","construction-boq-service","createBoqRevision","Indirect: via alias /api/v1/projexa/scope/[id]/revisions <- /api/scope/[id]/revisions"
"/api/v1/construction/boq/[id]","C:\ct\ct\src\app\api\v1\construction\boq\[id]\route.ts","GET,DELETE,PATCH","SK+RS(member/write)","STD","construction-boq-service","getBoq,updateBoq,deleteBoq","Indirect: via alias /api/v1/projexa/scope/[id] <- /api/scope/[id]"
"/api/v1/construction/boq/[id]/submit","C:\ct\ct\src\app\api\v1\construction\boq\[id]\submit\route.ts","POST","SK+RS","STD","construction-boq-service","submitBoq","Indirect: via alias /api/v1/projexa/scope/[id]/submit <- /api/scope/[id]/submit"
"/api/v1/construction/boq/categories/[id]","C:\ct\ct\src\app\api\v1\construction\boq\categories\[id]\route.ts","PATCH,DELETE","SK+RS(member/write)","STD","construction-boq-category-service","renameBoqCategory,deleteBoqCategory","Indirect: via alias /api/v1/projexa/scope/categories/[id]"
"/api/v1/construction/boq/categories","C:\ct\ct\src\app\api\v1\construction\boq\categories\route.ts","GET,POST","SK+RS(member/write)","STD","construction-boq-category-service","listBoqCategories,createBoqCategory","Indirect: via alias /api/v1/projexa/scope/categories"
"/api/v1/construction/boq/line-items/[id]","C:\ct\ct\src\app\api\v1\construction\boq\line-items\[id]\route.ts","PATCH","SK+RS(member/write)","STD","construction-boq-service","updateLineItemBudget","Indirect: via alias /api/v1/projexa/scope/line-items/[id]"
"/api/v1/construction/boq","C:\ct\ct\src\app\api\v1\construction\boq\route.ts","GET,POST","SK+RS(member/write)","STD","construction-boq-service","listBoqs,createBoq","Indirect: via alias /api/v1/projexa/scope <- /api/scope, /api/chain-options"
"/api/v1/construction/kpi-definitions/[id]","C:\ct\ct\src\app\api\v1\construction\kpi-definitions\[id]\route.ts","GET","SK","STD","construction-kpi-service","getKpiDefinition","Indirect: via alias /api/v1/projexa/kpis/[id] <- /api/kpis/[id]"
"/api/v1/construction/kpi-definitions","C:\ct\ct\src\app\api\v1\construction\kpi-definitions\route.ts","GET,POST","SK+RS(manager/write)","STD","construction-kpi-service","listKpiDefinitions,createKpiDefinition","Indirect: via alias /api/v1/projexa/kpis <- /api/kpis"
"/api/v1/construction/kpi-entries/[id]/approve","C:\ct\ct\src\app\api\v1\construction\kpi-entries\[id]\approve\route.ts","POST","SK+RS(manager/write)","STD","construction-kpi-service","approveKpiEntry","/api/kpi-entries/[id]/approve (root:true)"
"/api/v1/construction/kpi-entries","C:\ct\ct\src\app\api\v1\construction\kpi-entries\route.ts","GET,POST","SK+RS(member/write)","STD","construction-kpi-service","listKpiEntries,submitKpiEntry","/api/kpi-entries (root:true)"
"/api/v1/construction/labour-roster/[id]","C:\ct\ct\src\app\api\v1\construction\labour-roster\[id]\route.ts","GET,PATCH","SK+RS(member/write)","STD","construction-labour-service","getRosterEntry,updateRosterEntry","/api/labour-roster/[id] (root:true)"
"/api/v1/construction/labour-roster","C:\ct\ct\src\app\api\v1\construction\labour-roster\route.ts","GET,POST","SK+RS(member/write)","STD","construction-labour-service","listRoster,getLabourLanding,createRosterEntry","/api/labour-roster; /api/chain-options; /api/work-progress/report; PXlib:/lib/module-list-source.ts"
"/api/v1/construction/materials/[id]","C:\ct\ct\src\app\api\v1\construction\materials\[id]\route.ts","GET,PATCH","SK+RS(member/write)","STD","construction-materials-service","getMaterial,updateMaterial","/api/materials/master/[id] (root:true)"
"/api/v1/construction/materials/cost-report/export","C:\ct\ct\src\app\api\v1\construction\materials\cost-report\export\route.ts","GET","SK","CTX","construction-materials-service;lib/db/tenant-scoped","getMaterialCostReport export","/api/construction-materials/cost-report/export"
"/api/v1/construction/materials/cost-report","C:\ct\ct\src\app\api\v1\construction\materials\cost-report\route.ts","GET","SK","CTX","construction-materials-service","getMaterialCostReport","/api/construction-materials/cost-report"
"/api/v1/construction/materials/issues","C:\ct\ct\src\app\api\v1\construction\materials\issues\route.ts","GET,POST","SK+RS(member/write)","STD","construction-materials-service","listMaterialIssues,createMaterialIssue","/api/materials/issues (root:true)"
"/api/v1/construction/materials/receipts/[id]","C:\ct\ct\src\app\api\v1\construction\materials\receipts\[id]\route.ts","GET,PATCH","SK+RS(member/write)","STD","construction-materials-service","getMaterialReceipt,voidMaterialReceipt","/api/materials/[id] (root:true)"
"/api/v1/construction/materials/receipts","C:\ct\ct\src\app\api\v1\construction\materials\receipts\route.ts","GET,POST","SK+RS(member/write)","STD","construction-materials-service","listMaterialReceipts,createMaterialReceipt","/api/materials (root:true)"
"/api/v1/construction/materials","C:\ct\ct\src\app\api\v1\construction\materials\route.ts","GET,POST","SK+RS(member/write)","STD","construction-materials-service","listMaterials,createMaterial","/api/materials/master (root:true)"
"/api/v1/construction/predictions/[activityId]","C:\ct\ct\src\app\api\v1\construction\predictions\[activityId]\route.ts","GET","SK","STD","construction-prediction-service","predictActivityCompletion","UNKNOWN (aliased by /api/v1/projexa/predictions/[activityId], itself unused)"
"/api/v1/construction/progress/[id]","C:\ct\ct\src\app\api\v1\construction\progress\[id]\route.ts","GET,PATCH,DELETE","SK+RS(member/write)","STD","construction-progress-service","getProgressEntry,updateProgressEntry,deleteProgressEntry","Indirect: via alias /api/v1/projexa/work-progress/[id] <- /api/work-progress/[id]"
"/api/v1/construction/progress","C:\ct\ct\src\app\api\v1\construction\progress\route.ts","GET,POST","SK+RS(member/write)","STD","construction-progress-service","listProgressEntries,createProgressEntry","Indirect: via alias /api/v1/projexa/work-progress <- /api/work-progress"
"/api/v1/construction/site-diary/[id]","C:\ct\ct\src\app\api\v1\construction\site-diary\[id]\route.ts","GET","SK","STD","construction-site-diary-service","getSiteDiary","Indirect: via alias /api/v1/projexa/site-diary/[id] <- /api/site-diary/[id]"
"/api/v1/construction/site-diary","C:\ct\ct\src\app\api\v1\construction\site-diary\route.ts","GET,POST","SK+RS(member/write)","STD","construction-site-diary-service","listSiteDiaries,createSiteDiary","Indirect: via alias /api/v1/projexa/site-diary <- /api/site-diary"
"/api/v1/construction/site-instructions/[id]","C:\ct\ct\src\app\api\v1\construction\site-instructions\[id]\route.ts","GET","SK","STD","construction-site-instruction-service","getSiteInstruction","Indirect: via alias /api/v1/projexa/site-instructions/[id]"
"/api/v1/construction/site-instructions","C:\ct\ct\src\app\api\v1\construction\site-instructions\route.ts","GET,POST","SK+RS(member/write)","STD","construction-site-instruction-service","createSiteInstruction,listSiteInstructions","Indirect: via alias /api/v1/projexa/site-instructions"
"/api/erp/accounts","C:\ct\ct\src\app\api\erp\accounts\route.ts","GET,POST","S (session only)","G400","permission-service;erp-accounting-service","listAccounts,createAccount","UNKNOWN - API key cannot reach /api/erp/*"
"/api/erp/auctions/[id]/bids","C:\ct\ct\src\app\api\erp\auctions\[id]\bids\route.ts","GET","S (session only)","NONE","erp-procurement-workflow-service","listAuctionBids","UNKNOWN"
"/api/erp/auctions/[id]/close","C:\ct\ct\src\app\api\erp\auctions\[id]\close\route.ts","POST","S (session only)","G400","erp-procurement-workflow-service","closeReverseAuction","UNKNOWN"
"/api/erp/bank-accounts","C:\ct\ct\src\app\api\erp\bank-accounts\route.ts","GET","S (session only)","NONE","erp-accounting-service","listBankAccounts","UNKNOWN"
"/api/erp/bank-reconciliation/[id]/lines","C:\ct\ct\src\app\api\erp\bank-reconciliation\[id]\lines\route.ts","GET","S (session only)","NONE","erp-bank-reconciliation-service","listLines","UNKNOWN"
"/api/erp/bank-reconciliation/import","C:\ct\ct\src\app\api\erp\bank-reconciliation\import\route.ts","POST","S (session only)","G400","permission-service;erp-bank-reconciliation-service","importBankStatement","UNKNOWN"
"/api/erp/bank-reconciliation/lines/[id]/ignore","C:\ct\ct\src\app\api\erp\bank-reconciliation\lines\[id]\ignore\route.ts","POST","S (session only)","G400","permission-service;erp-bank-reconciliation-service","ignoreLine","UNKNOWN"
"/api/erp/bank-reconciliation/lines/[id]/match","C:\ct\ct\src\app\api\erp\bank-reconciliation\lines\[id]\match\route.ts","POST","S (session only)","G400","permission-service;erp-bank-reconciliation-service","matchLine","UNKNOWN"
"/api/erp/bank-reconciliation/lines/[id]/suggest","C:\ct\ct\src\app\api\erp\bank-reconciliation\lines\[id]\suggest\route.ts","GET","S (session only)","G400","erp-bank-reconciliation-service","suggestMatches","UNKNOWN"
"/api/erp/bank-reconciliation","C:\ct\ct\src\app\api\erp\bank-reconciliation\route.ts","GET","S (session only)","NONE","erp-bank-reconciliation-service","listImports","UNKNOWN"
"/api/erp/budgets/[id]/cancel","C:\ct\ct\src\app\api\erp\budgets\[id]\cancel\route.ts","POST","S (session only)","G400","erp-budget-service","cancelBudget","UNKNOWN"
"/api/erp/budgets/[id]","C:\ct\ct\src\app\api\erp\budgets\[id]\route.ts","GET,PATCH","S (session only)","G400","erp-budget-service","getBudget,updateBudgetLineItems","UNKNOWN"
"/api/erp/budgets/[id]/submit","C:\ct\ct\src\app\api\erp\budgets\[id]\submit\route.ts","POST","S (session only)","G400","erp-budget-service","submitBudget","UNKNOWN"
"/api/erp/budgets/[id]/variance","C:\ct\ct\src\app\api\erp\budgets\[id]\variance\route.ts","GET","S (session only)","G400","erp-budget-service","getBudgetVariance","UNKNOWN"
"/api/erp/budgets","C:\ct\ct\src\app\api\erp\budgets\route.ts","GET,POST","S (session only)","G400","erp-budget-service","listBudgets,createBudget","UNKNOWN"
"/api/erp/buying/goods-receipts/[id]/landed-costs","C:\ct\ct\src\app\api\erp\buying\goods-receipts\[id]\landed-costs\route.ts","GET,POST","S (session only)","G400","erp-goods-receipt-service;permission-service","listLandedCostVouchers,createLandedCostVoucher","UNKNOWN"
"/api/erp/buying/goods-receipts/[id]/putaway","C:\ct\ct\src\app\api\erp\buying\goods-receipts\[id]\putaway\route.ts","POST","S (session only)","G400","erp-goods-receipt-service;permission-service","markPutawayComplete","UNKNOWN"
"/api/erp/buying/goods-receipts/[id]","C:\ct\ct\src\app\api\erp\buying\goods-receipts\[id]\route.ts","GET","S (session only)","G400","erp-goods-receipt-service","getPurchaseReceipt","UNKNOWN"
"/api/erp/buying/goods-receipts/[id]/submit","C:\ct\ct\src\app\api\erp\buying\goods-receipts\[id]\submit\route.ts","POST","S (session only)","G400","erp-goods-receipt-service;permission-service","submitPurchaseReceipt","UNKNOWN"
"/api/erp/buying/goods-receipts/items/[itemId]/putaway","C:\ct\ct\src\app\api\erp\buying\goods-receipts\items\[itemId]\putaway\route.ts","PATCH","S (session only)","G400","erp-goods-receipt-service;permission-service","updatePutawayLocation","UNKNOWN"
"/api/erp/buying/goods-receipts","C:\ct\ct\src\app\api\erp\buying\goods-receipts\route.ts","GET,POST","S (session only)","G400","erp-goods-receipt-service;permission-service","listPurchaseReceipts,createPurchaseReceipt","UNKNOWN"
"/api/erp/buying/purchase-orders/[id]","C:\ct\ct\src\app\api\erp\buying\purchase-orders\[id]\route.ts","GET","S (session only)","G400","erp-buying-service","getPurchaseOrder","UNKNOWN"
"/api/erp/buying/purchase-orders/[id]/submit","C:\ct\ct\src\app\api\erp\buying\purchase-orders\[id]\submit\route.ts","POST","S (session only)","G400","erp-buying-service","submitPurchaseOrder","UNKNOWN"
"/api/erp/buying/purchase-orders/[id]/three-way-match","C:\ct\ct\src\app\api\erp\buying\purchase-orders\[id]\three-way-match\route.ts","GET","S (session only)","G400","erp-goods-receipt-service","getThreeWayMatchReport","UNKNOWN"
"/api/erp/buying/purchase-orders","C:\ct\ct\src\app\api\erp\buying\purchase-orders\route.ts","GET,POST","S (session only)","G400","erp-buying-service;permission-service","listPurchaseOrders,createPurchaseOrder","UNKNOWN"
"/api/erp/buying/suppliers/[id]/bank-accounts","C:\ct\ct\src\app\api\erp\buying\suppliers\[id]\bank-accounts\route.ts","GET,POST","S (session only)","G400","erp-vendor-master-service","addBankAccount,listBankAccounts","UNKNOWN"
"/api/erp/buying/suppliers/[id]/portal-links","C:\ct\ct\src\app\api\erp\buying\suppliers\[id]\portal-links\route.ts","GET,POST","S (session only)","G400","erp-vendor-master-service","createPortalLink,listPortalLinks","UNKNOWN"
"/api/erp/buying/suppliers/[id]/qualifications","C:\ct\ct\src\app\api\erp\buying\suppliers\[id]\qualifications\route.ts","GET,POST","S (session only)","G400","erp-vendor-master-service","recordQualificationReview,listQualificationReviews","UNKNOWN"
"/api/erp/buying/suppliers/[id]","C:\ct\ct\src\app\api\erp\buying\suppliers\[id]\route.ts","PATCH","S (session only)","G400","erp-buying-service","updateSupplier","UNKNOWN"
"/api/erp/buying/suppliers/[id]/sanction-checks","C:\ct\ct\src\app\api\erp\buying\suppliers\[id]\sanction-checks\route.ts","GET,POST","S (session only)","G400","erp-vendor-master-service","recordSanctionCheck,listSanctionChecks","UNKNOWN"
"/api/erp/buying/suppliers/[id]/scorecard","C:\ct\ct\src\app\api\erp\buying\suppliers\[id]\scorecard\route.ts","GET","S (session only)","G400","erp-buying-service","getSupplierScorecard","UNKNOWN"
"/api/erp/buying/suppliers/[id]/tax-withholding","C:\ct\ct\src\app\api\erp\buying\suppliers\[id]\tax-withholding\route.ts","POST","S (session only)","G400","erp-buying-service","updateSupplierTaxWithholding","UNKNOWN"
"/api/erp/buying/suppliers/portal-links/[linkId]","C:\ct\ct\src\app\api\erp\buying\suppliers\portal-links\[linkId]\route.ts","DELETE","S (session only)","G400","erp-vendor-master-service","revokePortalLink","UNKNOWN"
"/api/erp/buying/suppliers","C:\ct\ct\src\app\api\erp\buying\suppliers\route.ts","GET,POST","S (session only)","G400","erp-buying-service","listSuppliers,createSupplier","UNKNOWN"
"/api/erp/buying/suppliers/scorecards","C:\ct\ct\src\app\api\erp\buying\suppliers\scorecards\route.ts","GET","S (session only)","NONE","erp-buying-service","listSupplierScorecards","UNKNOWN"
"/api/erp/cash-accounts","C:\ct\ct\src\app\api\erp\cash-accounts\route.ts","GET,POST","S (session only)","G400","erp-cash-service;permission-service","listCashAccounts,createCashAccount","UNKNOWN"
"/api/erp/cash-vouchers","C:\ct\ct\src\app\api\erp\cash-vouchers\route.ts","GET,POST","S (session only)","G400","erp-cash-service;permission-service","listCashVouchers,createAndPostCashVoucher","UNKNOWN"
"/api/erp/companies/[id]","C:\ct\ct\src\app\api\erp\companies\[id]\route.ts","PATCH","S (session only)","G400","erp-company-service","updateCompany","UNKNOWN"
"/api/erp/companies","C:\ct\ct\src\app\api\erp\companies\route.ts","GET,POST","S (session only)","G400","erp-company-service","listCompanies,createCompany","UNKNOWN"
"/api/erp/contracts/[id]/amendments","C:\ct\ct\src\app\api\erp\contracts\[id]\amendments\route.ts","POST","S (session only)","G400","erp-contract-service","addAmendment","UNKNOWN"
"/api/erp/contracts/[id]/billing-schedules/[scheduleId]/generate-invoice","C:\ct\ct\src\app\api\erp\contracts\[id]\billing-schedules\[scheduleId]\generate-invoice\route.ts","POST","S (session only)","G400","erp-contract-service","generateInvoiceFromBillingSchedule","UNKNOWN"
"/api/erp/contracts/[id]/billing-schedules","C:\ct\ct\src\app\api\erp\contracts\[id]\billing-schedules\route.ts","POST","S (session only)","G400","erp-contract-service","addBillingSchedule","UNKNOWN"
"/api/erp/contracts/[id]/generate-from-template","C:\ct\ct\src\app\api\erp\contracts\[id]\generate-from-template\route.ts","POST","S (session only)","G400","erp-contract-service","generateContractFromTemplate","UNKNOWN"
"/api/erp/contracts/[id]/negotiation-rounds","C:\ct\ct\src\app\api\erp\contracts\[id]\negotiation-rounds\route.ts","GET,POST","S (session only)","G400","erp-contract-service","addContractNegotiationRound,listContractNegotiationRounds","UNKNOWN"
"/api/erp/contracts/[id]/obligations","C:\ct\ct\src\app\api\erp\contracts\[id]\obligations\route.ts","POST","S (session only)","G400","erp-contract-service","addObligation","UNKNOWN"
"/api/erp/contracts/[id]/revenue-schedules","C:\ct\ct\src\app\api\erp\contracts\[id]\revenue-schedules\route.ts","POST","S (session only)","G400","erp-contract-service","addRevenueSchedule","UNKNOWN"
"/api/erp/contracts/[id]","C:\ct\ct\src\app\api\erp\contracts\[id]\route.ts","GET,PATCH","S (session only)","G400","erp-contract-service","getContract,updateContractStatus","UNKNOWN"
"/api/erp/contracts/obligations/[id]/complete","C:\ct\ct\src\app\api\erp\contracts\obligations\[id]\complete\route.ts","POST","S (session only)","G400","erp-contract-service","completeObligation","UNKNOWN"
"/api/erp/contracts","C:\ct\ct\src\app\api\erp\contracts\route.ts","GET,POST","S (session only)","G400","erp-contract-service","listContracts,createContract","UNKNOWN"
"/api/erp/cost-centers","C:\ct\ct\src\app\api\erp\cost-centers\route.ts","GET,POST","S (session only)","G400","erp-accounting-service;permission-service","listCostCenters,createCostCenter","UNKNOWN"
"/api/erp/currencies","C:\ct\ct\src\app\api\erp\currencies\route.ts","GET,POST","S (session only)","G400","erp-accounting-service","listCurrencies,createCurrency","UNKNOWN"
"/api/erp/e-invoice-logs/[id]/cancel","C:\ct\ct\src\app\api\erp\e-invoice-logs\[id]\cancel\route.ts","POST","S (session only)","G400","erp-einvoice-service","cancelEInvoice","UNKNOWN"
"/api/erp/e-invoice-logs/[id]/generate","C:\ct\ct\src\app\api\erp\e-invoice-logs\[id]\generate\route.ts","POST","S (session only)","G400","erp-einvoice-service","markEInvoiceGenerated","UNKNOWN"
"/api/erp/enablement","C:\ct\ct\src\app\api\erp\enablement\route.ts","GET,POST,DELETE","S (session only)","G400","erp-enablement-service","getErpEnablement,enableErpForOrg,disableErpForOrg","UNKNOWN"
"/api/erp/exchange-rates/latest","C:\ct\ct\src\app\api\erp\exchange-rates\latest\route.ts","GET","S (session only)","NONE","erp-accounting-service","getLatestExchangeRate","UNKNOWN"
"/api/erp/exchange-rates/refresh","C:\ct\ct\src\app\api\erp\exchange-rates\refresh\route.ts","POST","S (session only)","G400","erp-accounting-service","refreshLiveExchangeRates","UNKNOWN"
"/api/erp/exchange-rates","C:\ct\ct\src\app\api\erp\exchange-rates\route.ts","GET,POST","S (session only)","G400","erp-accounting-service","listExchangeRates,createExchangeRate","UNKNOWN"
"/api/erp/fiscal-years","C:\ct\ct\src\app\api\erp\fiscal-years\route.ts","GET,POST","S (session only)","G400","permission-service;erp-accounting-service","listFiscalYears,createFiscalYear","UNKNOWN"
"/api/erp/fixed-assets/[id]/disposals","C:\ct\ct\src\app\api\erp\fixed-assets\[id]\disposals\route.ts","GET,POST","S (session only)","G400","permission-service;erp-fixed-assets-service","listAssetDisposals,initiateAssetDisposal","UNKNOWN"
"/api/erp/fixed-assets/[id]/movements","C:\ct\ct\src\app\api\erp\fixed-assets\[id]\movements\route.ts","GET,POST","S (session only)","G400","permission-service;erp-fixed-assets-service","listAssetMovements,createAssetMovement","UNKNOWN"
"/api/erp/fixed-assets/[id]","C:\ct\ct\src\app\api\erp\fixed-assets\[id]\route.ts","GET,PATCH","S (session only)","G400","permission-service;erp-fixed-assets-service","getFixedAsset,updateFixedAsset","UNKNOWN"
